SAMPLE_NAME,Collection_ID,sample type,DNAextraction_plate,DNAextraction_well,LOCATION_ID,openBIS identifier,Collected by ,COLLECTION_DATE,Comment,id_sampling,Plot #,Row #,Vine #,Lat.,Long.,Replicate
Lavaux_2021-08-31_bark_Plot4,Veraison_2021,bark,DNA42,B1,Lavaux_Plot_4,/BOKULICH_MATERIALS/SAMPLES/ENV34,Lena Flörl,2021-08-31 00:00:00 +0200,,,4,,,,,
Lavaux_2021-08-31_bark_Plot5,Veraison_2021,bark,DNA42,A1,Lavaux_Plot_5,/BOKULICH_MATERIALS/SAMPLES/ENV38,Lena Flörl,2021-08-31 00:00:00 +0200,,,5,,,,,
Lavaux_2021-08-31_bark_Plot9,Veraison_2021,bark,DNA16,H6,Lavaux_Plot_9,/BOKULICH_MATERIALS/SAMPLES/ENV42,Lena Flörl,2021-08-31 00:00:00 +0200,,,9,,,,,
Lavaux_2021-08-31_bark_Plot11,Veraison_2021,bark,DNA16,B7,Lavaux_Plot_11,/BOKULICH_MATERIALS/SAMPLES/ENV46,Lena Flörl,2021-08-31 00:00:00 +0200,,,11,,,,,
Lavaux_2021-08-31_bark_Plot12,Veraison_2021,bark,DNA16,D6,Lavaux_Plot_12,/BOKULICH_MATERIALS/SAMPLES/ENV50,Lena Flörl,2021-08-31 00:00:00 +0200,,,12,,,,,
Lavaux_2021-08-31_bark_Plot13,Veraison_2021,bark,DNA16,A7,Lavaux_Plot_13,/BOKULICH_MATERIALS/SAMPLES/ENV54,Lena Flörl,2021-08-31 00:00:00 +0200,,,13,,,,,
Lavaux_2021-08-31_bark_Plot14,Veraison_2021,bark,DNA16,H5,Lavaux_Plot_14,/BOKULICH_MATERIALS/SAMPLES/ENV58,Lena Flörl,2021-08-31 00:00:00 +0200,,,14,,,,,
Lavaux_2021-08-31_bark_Plot15,Veraison_2021,bark,DNA16,B6,Lavaux_Plot_15,/BOKULICH_MATERIALS/SAMPLES/ENV62,Lena Flörl,2021-08-31 00:00:00 +0200,,,15,,,,,
Lavaux_2021-08-31_bark_Plot18,Veraison_2021,bark,DNA16,G5,Lavaux_Plot_18,/BOKULICH_MATERIALS/SAMPLES/ENV66,Lena Flörl,2021-08-31 00:00:00 +0200,,,18,,,,,
Lavaux_2021-08-31_bark_Plot19,Veraison_2021,bark,DNA16,F5,Lavaux_Plot_19,/BOKULICH_MATERIALS/SAMPLES/ENV70,Lena Flörl,2021-08-31 00:00:00 +0200,,,19,,,,,
Lavaux_2021-08-31_bark_Plot20,Veraison_2021,bark,DNA16,D5,Lavaux_Plot_20,/BOKULICH_MATERIALS/SAMPLES/ENV74,Lena Flörl,2021-08-31 00:00:00 +0200,,,20,,,,,
Lavaux_2021-08-31_bark_Plot17,Veraison_2021,bark,DNA39,A5,Lavaux_Plot_17,/BOKULICH_MATERIALS/SAMPLES/ENV78,Lena Flörl,2021-08-31 00:00:00 +0200,,,17,,,,,
Lavaux_2021-08-31_leaf_Plot4_washed,Veraison_2021,leaf,DNA49,A5,Lavaux_Plot_4,/BOKULICH_MATERIALS/SAMPLES/ENV35,Lena Flörl,2021-08-31 00:00:00 +0200,Leaf DNA49 washed (see OpenBIS protocol),,4,,,,,
Lavaux_2021-08-31_leaf_Plot5_washed,Veraison_2021,leaf,DNA49,B2,Lavaux_Plot_5,/BOKULICH_MATERIALS/SAMPLES/ENV39,Lena Flörl,2021-08-31 00:00:00 +0200,Leaf DNA49 washed (see OpenBIS protocol),,5,,,,,
Lavaux_2021-08-31_leaf_Plot9_washed,Veraison_2021,leaf,DNA49,A1,Lavaux_Plot_9,/BOKULICH_MATERIALS/SAMPLES/ENV43,Lena Flörl,2021-08-31 00:00:00 +0200,Leaf DNA49 washed (see OpenBIS protocol),,9,,,,,
Lavaux_2021-08-31_leaf_Plot11_washed,Veraison_2021,leaf,DNA49,B4,Lavaux_Plot_11,/BOKULICH_MATERIALS/SAMPLES/ENV47,Lena Flörl,2021-08-31 00:00:00 +0200,Leaf DNA49 washed (see OpenBIS protocol),,11,,,,,
Lavaux_2021-08-31_leaf_Plot12_washed,Veraison_2021,leaf,DNA49,D1,Lavaux_Plot_12,/BOKULICH_MATERIALS/SAMPLES/ENV51,Lena Flörl,2021-08-31 00:00:00 +0200,Leaf DNA49 washed (see OpenBIS protocol),,12,,,,,
Lavaux_2021-08-31_leaf_Plot13_washed,Veraison_2021,leaf,DNA49,B3,Lavaux_Plot_13,/BOKULICH_MATERIALS/SAMPLES/ENV55,Lena Flörl,2021-08-31 00:00:00 +0200,Leaf DNA49 washed (see OpenBIS protocol),,13,,,,,
Lavaux_2021-08-31_leaf_Plot14_washed,Veraison_2021,leaf,DNA49,D2,Lavaux_Plot_14,/BOKULICH_MATERIALS/SAMPLES/ENV59,Lena Flörl,2021-08-31 00:00:00 +0200,Leaf DNA49 washed (see OpenBIS protocol),,14,,,,,
Lavaux_2021-08-31_leaf_Plot15_washed,Veraison_2021,leaf,DNA49,G3,Lavaux_Plot_15,/BOKULICH_MATERIALS/SAMPLES/ENV63,Lena Flörl,2021-08-31 00:00:00 +0200,Leaf DNA49 washed (see OpenBIS protocol),,15,,,,,
Lavaux_2021-08-31_leaf_Plot18_washed,Veraison_2021,leaf,DNA49,D4 ,Lavaux_Plot_18,/BOKULICH_MATERIALS/SAMPLES/ENV67,Lena Flörl,2021-08-31 00:00:00 +0200,Leaf DNA49 washed (see OpenBIS protocol),,18,,,,,
Lavaux_2021-08-31_leaf_Plot19_washed,Veraison_2021,leaf,DNA49,B1,Lavaux_Plot_19,/BOKULICH_MATERIALS/SAMPLES/ENV71,Lena Flörl,2021-08-31 00:00:00 +0200,Leaf DNA49 washed (see OpenBIS protocol),,19,,,,,
Lavaux_2021-08-31_leaf_Plot20_washed,Veraison_2021,leaf,DNA49,,Lavaux_Plot_20,/BOKULICH_MATERIALS/SAMPLES/ENV75,Lena Flörl,2021-08-31 00:00:00 +0200,Leaf DNA49 washed (see OpenBIS protocol),,20,,,,,
Lavaux_2021-08-31_leaf_Plot17_washed,Veraison_2021,leaf,DNA49,H4 ,Lavaux_Plot_17,/BOKULICH_MATERIALS/SAMPLES/ENV79,Lena Flörl,2021-08-31 00:00:00 +0200,Leaf DNA49 washed (see OpenBIS protocol),,17,,,,,
Lavaux_2021-08-31_leaf_Plot4,Veraison_2021,leaf,DNA16,E2,Lavaux_Plot_4,/BOKULICH_MATERIALS/SAMPLES/ENV35,Lena Flörl,2021-08-31 00:00:00 +0200,Leaf DNA49 washed (see OpenBIS protocol),,4,,,,,
Lavaux_2021-08-31_leaf_Plot5,Veraison_2021,leaf,DNA16,D2,Lavaux_Plot_5,/BOKULICH_MATERIALS/SAMPLES/ENV39,Lena Flörl,2021-08-31 00:00:00 +0200,Leaf DNA49 washed (see OpenBIS protocol),,5,,,,,
Lavaux_2021-08-31_leaf_Plot9,Veraison_2021,leaf,DNA16,A2/F6,Lavaux_Plot_9,/BOKULICH_MATERIALS/SAMPLES/ENV43,Lena Flörl,2021-08-31 00:00:00 +0200,Leaf DNA49 washed (see OpenBIS protocol),,9,,,,,
Lavaux_2021-08-31_leaf_Plot11,Veraison_2021,leaf,DNA16,H1,Lavaux_Plot_11,/BOKULICH_MATERIALS/SAMPLES/ENV47,Lena Flörl,2021-08-31 00:00:00 +0200,Leaf DNA49 washed (see OpenBIS protocol),,11,,,,,
Lavaux_2021-08-31_leaf_Plot12_1,Veraison_2021,leaf,DNA16,G1,Lavaux_Plot_12,/BOKULICH_MATERIALS/SAMPLES/ENV51,Lena Flörl,2021-08-31 00:00:00 +0200,Leaf DNA49 washed (see OpenBIS protocol),,12,,,,,
Lavaux_2021-08-31_leaf_Plot12_2,Veraison_2021,leaf,DNA15,E12,Lavaux_Plot_12,/BOKULICH_MATERIALS/SAMPLES/ENV51,Lena Flörl,2021-08-31 00:00:00 +0200,Leaf DNA49 washed (see OpenBIS protocol),,12,,,,,
Lavaux_2021-08-31_leaf_Plot13,Veraison_2021,leaf,DNA16,F1,Lavaux_Plot_13,/BOKULICH_MATERIALS/SAMPLES/ENV55,Lena Flörl,2021-08-31 00:00:00 +0200,Leaf DNA49 washed (see OpenBIS protocol),,13,,,,,
Lavaux_2021-08-31_leaf_Plot14,Veraison_2021,leaf,DNA16,E5,Lavaux_Plot_14,/BOKULICH_MATERIALS/SAMPLES/ENV59,Lena Flörl,2021-08-31 00:00:00 +0200,Leaf DNA49 washed (see OpenBIS protocol),,14,,,,,
Lavaux_2021-08-31_leaf_Plot15,Veraison_2021,leaf,DNA16,D1,Lavaux_Plot_15,/BOKULICH_MATERIALS/SAMPLES/ENV63,Lena Flörl,2021-08-31 00:00:00 +0200,Leaf DNA49 washed (see OpenBIS protocol),,15,,,,,
Lavaux_2021-08-31_leaf_Plot18,Veraison_2021,leaf,DNA16,A1,Lavaux_Plot_18,/BOKULICH_MATERIALS/SAMPLES/ENV67,Lena Flörl,2021-08-31 00:00:00 +0200,Leaf DNA49 washed (see OpenBIS protocol),,18,,,,,
Lavaux_2021-08-31_leaf_Plot19,Veraison_2021,leaf,DNA16,C5,Lavaux_Plot_19,/BOKULICH_MATERIALS/SAMPLES/ENV71,Lena Flörl,2021-08-31 00:00:00 +0200,Leaf DNA49 washed (see OpenBIS protocol),,19,,,,,
Lavaux_2021-08-31_leaf_Plot20,Veraison_2021,leaf,DNA16,D5,Lavaux_Plot_20,/BOKULICH_MATERIALS/SAMPLES/ENV75,Lena Flörl,2021-08-31 00:00:00 +0200,Leaf DNA49 washed (see OpenBIS protocol),,20,,,,,
Lavaux_2021-08-31_leaf_Plot17,Veraison_2021,leaf,DNA16,B1,Lavaux_Plot_17,/BOKULICH_MATERIALS/SAMPLES/ENV79,Lena Flörl,2021-08-31 00:00:00 +0200,Leaf DNA49 washed (see OpenBIS protocol),,17,,,,,
Lavaux_2021-08-31_must_Plot4,Veraison_2021,must,DNA42,E3,Lavaux_Plot_4,/BOKULICH_MATERIALS/SAMPLES/ENV33,Julinka Wäsche,2021-08-31 00:00:00 +0200,,,4,,,,,
Lavaux_2021-08-31_must_Plot5,Veraison_2021,must,DNA42,D3,Lavaux_Plot_5,/BOKULICH_MATERIALS/SAMPLES/ENV37,Julinka Wäsche,2021-08-31 00:00:00 +0200,,,5,,,,,
Lavaux_2021-08-31_must_Plot9,Veraison_2021,must,DNA42,F3,Lavaux_Plot_9,/BOKULICH_MATERIALS/SAMPLES/ENV41,Julinka Wäsche,2021-08-31 00:00:00 +0200,,,9,,,,,
Lavaux_2021-08-31_must_Plot11,Veraison_2021,must,DNA42,E4,Lavaux_Plot_11,/BOKULICH_MATERIALS/SAMPLES/ENV45,Julinka Wäsche,2021-08-31 00:00:00 +0200,,,11,,,,,
Lavaux_2021-08-31_must_Plot12,Veraison_2021,must,DNA42,D4,Lavaux_Plot_12,/BOKULICH_MATERIALS/SAMPLES/ENV49,Julinka Wäsche,2021-08-31 00:00:00 +0200,,,12,,,,,
Lavaux_2021-08-31_must_Plot13,Veraison_2021,must,DNA42,A4,Lavaux_Plot_13,/BOKULICH_MATERIALS/SAMPLES/ENV53,Julinka Wäsche,2021-08-31 00:00:00 +0200,,,13,,,,,
Lavaux_2021-08-31_must_Plot14,Veraison_2021,must,DNA42,C4,Lavaux_Plot_14,/BOKULICH_MATERIALS/SAMPLES/ENV57,Julinka Wäsche,2021-08-31 00:00:00 +0200,,,14,,,,,
Lavaux_2021-08-31_must_Plot15,Veraison_2021,must,DNA42,H3,Lavaux_Plot_15,/BOKULICH_MATERIALS/SAMPLES/ENV61,Julinka Wäsche,2021-08-31 00:00:00 +0200,,,15,,,,,
Lavaux_2021-08-31_must_Plot18,Veraison_2021,must,DNA42,F4,Lavaux_Plot_18,/BOKULICH_MATERIALS/SAMPLES/ENV65,Julinka Wäsche,2021-08-31 00:00:00 +0200,,,18,,,,,
Lavaux_2021-08-31_must_Plot19,Veraison_2021,must,DNA42,B4,Lavaux_Plot_19,/BOKULICH_MATERIALS/SAMPLES/ENV69,Julinka Wäsche,2021-08-31 00:00:00 +0200,,,19,,,,,
Lavaux_2021-08-31_must_Plot20,Veraison_2021,must,DNA42,G3,Lavaux_Plot_20,/BOKULICH_MATERIALS/SAMPLES/ENV73,Julinka Wäsche,2021-08-31 00:00:00 +0200,,,20,,,,,
Lavaux_2021-08-31_must_Plot17,Veraison_2021,must,DNA42,C3,Lavaux_Plot_17,/BOKULICH_MATERIALS/SAMPLES/ENV77,Julinka Wäsche,2021-08-31 00:00:00 +0200,,,17,,,,,
Lavaux_2021-09-30_must_Plot4_Row6/Vine10_ID1,Harvest_2021,must,DNA11,C04,Lavaux_Plot_4,/BOKULICH_MATERIALS/SAMPLES/ENV81,Lena Flörl,2021-09-30 00:00:00 +0200,,1,4,6,10,46.4983719,6.7080555,
Lavaux_2021-09-30_must_Plot4_Row6/Vine30_ID2,Harvest_2021,must,DNA11,H06,Lavaux_Plot_4,/BOKULICH_MATERIALS/SAMPLES/ENV82,Lena Flörl,2021-09-30 00:00:00 +0200,,2,4,6,30,46.4985307,6.7081099,
Lavaux_2021-09-30_must_Plot4_Row7/Vine20_ID3,Harvest_2021,must,DNA12,F09,Lavaux_Plot_4,/BOKULICH_MATERIALS/SAMPLES/ENV83,Lena Flörl,2021-09-30 00:00:00 +0200,,3,4,7,20,46.4984747,6.7081759,
Lavaux_2021-09-30_must_Plot4_Row8/Vine10_ID4,Harvest_2021,must,DNA11,C03,Lavaux_Plot_4,/BOKULICH_MATERIALS/SAMPLES/ENV84,Lena Flörl,2021-09-30 00:00:00 +0200,,4,4,8,10,46.4983745,6.7082634,
Lavaux_2021-09-30_must_Plot4_Row8/Vine30_ID5,Harvest_2021,must,DNA11,C10,Lavaux_Plot_4,- ,Lena Flörl,2021-09-30 00:00:00 +0200,,5,4,8,30,46.4985173,6.708184,
Lavaux_2021-09-30_must_Plot4_Row9/Vine20_ID6,Harvest_2021,must,DNA11,A01,Lavaux_Plot_4,- ,Lena Flörl,2021-09-30 00:00:00 +0200,,6,4,9,20,46.498519,6.7080207,
Lavaux_2021-09-30_must_Plot4_Row10/Vine10_ID7,Harvest_2021,must,DNA11,A03,Lavaux_Plot_4,- ,Lena Flörl,2021-09-30 00:00:00 +0200,,7,4,10,10,46.498362,6.7083241,
Lavaux_2021-09-30_must_Plot4_Row10/Vine30_ID8,Harvest_2021,must,DNA42,F5,Lavaux_Plot_4,/BOKULICH_MATERIALS/SAMPLES/ENV88,Lena Flörl,2021-09-30 00:00:00 +0200,,8,4,10,30,46.4984887,6.7084596,
Lavaux_2021-09-30_must_Plot4_Row11/Vine20_ID9,Harvest_2021,must,DNA11,B04,Lavaux_Plot_4,- ,Lena Flörl,2021-09-30 00:00:00 +0200,,9,4,11,20,46.4984705,6.7083241,
Lavaux_2021-09-30_must_Plot4_Row12/Vine10_ID10,Harvest_2021,must,DNA12,D10,Lavaux_Plot_4,/BOKULICH_MATERIALS/SAMPLES/ENV90,Lena Flörl,2021-09-30 00:00:00 +0200,,10,4,12,10,46.4984777,6.7080861,
Lavaux_2021-09-30_must_Plot4_Row12/Vine30_ID11,Harvest_2021,must,DNA14,G07,Lavaux_Plot_4,/BOKULICH_MATERIALS/SAMPLES/ENV91,Lena Flörl,2021-09-30 00:00:00 +0200,,11,4,12,30,46.4985714,6.7082882,
Lavaux_2021-09-30_must_Plot4_Row13/Vine20_ID12,Harvest_2021,must,DNA12,E09,Lavaux_Plot_4,/BOKULICH_MATERIALS/SAMPLES/ENV92,Lena Flörl,2021-09-30 00:00:00 +0200,,12,4,13,20,46.4984306,6.7083623,
Lavaux_2021-09-30_must_Plot4_Row14/Vine10_ID13,Harvest_2021,must,DNA11,D09,Lavaux_Plot_4,/BOKULICH_MATERIALS/SAMPLES/ENV93,Lena Flörl,2021-09-30 00:00:00 +0200,,13,4,14,10,46.4983654,6.7084331,
Lavaux_2021-09-30_must_Plot4_Row14/Vine30_ID14,Harvest_2021,must,DNA12,H06,Lavaux_Plot_4,/BOKULICH_MATERIALS/SAMPLES/ENV94,Lena Flörl,2021-09-30 00:00:00 +0200,"Extracted also on DNA42, D6",14,4,14,30,46.4985095,6.7083077,
Lavaux_2021-09-30_must_Plot4_Row15/Vine20_ID15,Harvest_2021,must,DNA12,F10,Lavaux_Plot_4,/BOKULICH_MATERIALS/SAMPLES/ENV95,Lena Flörl,2021-09-30 00:00:00 +0200,,15,4,15,20,46.4984446,6.7083409,
Lavaux_2021-09-30_must_Plot4_Row16/Vine10_ID16,Harvest_2021,must,DNA11,A08,Lavaux_Plot_4,- ,Lena Flörl,2021-09-30 00:00:00 +0200,,16,4,16,10,46.4984013,6.7082939,
Lavaux_2021-09-30_must_Plot4_Row16/Vine30_ID17,Harvest_2021,must,DNA11,B05,Lavaux_Plot_4,- ,Lena Flörl,2021-09-30 00:00:00 +0200,,17,4,16,30,46.4985111,6.7083757,
Lavaux_2021-09-30_must_Plot4_Row17/Vine20_ID18,Harvest_2021,must,DNA12,C08,Lavaux_Plot_4,/BOKULICH_MATERIALS/SAMPLES/ENV98,Lena Flörl,2021-09-30 00:00:00 +0200,,18,4,17,20,46.498428,6.708308,
Lavaux_2021-09-30_must_Plot4_Row18/Vine10_ID19,Harvest_2021,must,DNA12,C06,Lavaux_Plot_4,/BOKULICH_MATERIALS/SAMPLES/ENV99,Lena Flörl,2021-09-30 00:00:00 +0200,,19,4,18,10,46.4983846,6.7082825,
Lavaux_2021-09-30_must_Plot4_Row18/Vine30_ID20,Harvest_2021,must,,,Lavaux_Plot_4,/BOKULICH_MATERIALS/SAMPLES/ENV100,Lena Flörl,2021-09-30 00:00:00 +0200,,20,4,18,30,46.4985257,6.7083724,
Lavaux_2021-09-30_must_Plot4_Row19/Vine20_ID21,Harvest_2021,must,DNA14,B03,Lavaux_Plot_4,/BOKULICH_MATERIALS/SAMPLES/ENV101,Lena Flörl,2021-09-30 00:00:00 +0200,,21,4,19,20,46.4984183,6.7083251,
Lavaux_2021-09-30_must_Plot4_Row20/Vine10_ID22,Harvest_2021,must,DNA12,G08,Lavaux_Plot_4,/BOKULICH_MATERIALS/SAMPLES/ENV102,Lena Flörl,2021-09-30 00:00:00 +0200,,22,4,20,10,46.4984121,6.7083187,
Lavaux_2021-09-30_must_Plot4_Row20/Vine30_ID23,Harvest_2021,must,DNA11,B03,Lavaux_Plot_4,- ,Lena Flörl,2021-09-30 00:00:00 +0200,,23,4,20,30,46.4984449,6.7085274,
Lavaux_2021-09-30_must_Plot4_Row21/Vine20_ID24,Harvest_2021,must,DNA11,B08,Lavaux_Plot_4,/BOKULICH_MATERIALS/SAMPLES/ENV104,Lena Flörl,2021-09-30 00:00:00 +0200,,24,4,21,20,46.498399,6.7083734,
Lavaux_2021-09-30_must_Plot5_Row2/Vine10_ID25,Harvest_2021,must,DNA11,C09,Lavaux_Plot_5,- ,Lena Flörl,2021-09-30 00:00:00 +0200,,25,5,2,10,46.4955008,6.70905,
Lavaux_2021-09-30_must_Plot5_Row2/Vine30_ID26,Harvest_2021,must,DNA11,H01,Lavaux_Plot_5,/BOKULICH_MATERIALS/SAMPLES/ENV106,Lena Flörl,2021-09-30 00:00:00 +0200,,26,5,2,30,46.4956983,6.7089139,
Lavaux_2021-09-30_must_Plot5_Row2/Vine50_ID27,Harvest_2021,must,DNA12,A08,Lavaux_Plot_5,/BOKULICH_MATERIALS/SAMPLES/ENV107,Lena Flörl,2021-09-30 00:00:00 +0200,,27,5,2,50,46.4957909,6.7088951,
Lavaux_2021-09-30_must_Plot5_Row3/Vine20_ID28,Harvest_2021,must,DNA12,C05,Lavaux_Plot_5,/BOKULICH_MATERIALS/SAMPLES/ENV108,Lena Flörl,2021-09-30 00:00:00 +0200,,28,5,3,20,46.4956153,6.7090429,
Lavaux_2021-09-30_must_Plot5_Row3/Vine40_ID29,Harvest_2021,must,DNA11,A05,Lavaux_Plot_5,/BOKULICH_MATERIALS/SAMPLES/ENV109,Lena Flörl,2021-09-30 00:00:00 +0200,,29,5,3,40,46.4957219,6.7088988,
Lavaux_2021-09-30_must_Plot5_Row4/Vine10_ID30,Harvest_2021,must,DNA11,F05,Lavaux_Plot_5,- ,Lena Flörl,2021-09-30 00:00:00 +0200,,30,5,4,10,46.4954915,6.7091284,
Lavaux_2021-09-30_must_Plot5_Row4/Vine31_ID31,Harvest_2021,must,DNA12,F05,Lavaux_Plot_5,/BOKULICH_MATERIALS/SAMPLES/ENV111,Lena Flörl,2021-09-30 00:00:00 +0200,,31,5,4,31,46.4956455,6.7089752,
Lavaux_2021-09-30_must_Plot5_Row4/Vine50_ID32,Harvest_2021,must,DNA11,E05,Lavaux_Plot_5,- ,Lena Flörl,2021-09-30 00:00:00 +0200,,32,5,4,50,46.4957842,6.7088458,
Lavaux_2021-09-30_must_Plot5_Row5/Vine20_ID33,Harvest_2021,must,DNA11,F07,Lavaux_Plot_5,/BOKULICH_MATERIALS/SAMPLES/ENV113,Lena Flörl,2021-09-30 00:00:00 +0200,,33,5,5,20,46.4956199,6.7090352,
Lavaux_2021-09-30_must_Plot5_Row5/Vine41_ID34,Harvest_2021,must,DNA11,C08,Lavaux_Plot_5,/BOKULICH_MATERIALS/SAMPLES/ENV114,Lena Flörl,2021-09-30 00:00:00 +0200,,34,5,5,41,46.495777,6.7088937,
Lavaux_2021-09-30_must_Plot5_Row6/Vine12_ID35,Harvest_2021,must,DNA14,B08,Lavaux_Plot_5,/BOKULICH_MATERIALS/SAMPLES/ENV115,Lena Flörl,2021-09-30 00:00:00 +0200,,35,5,6,12,46.4956095,6.7090983,
Lavaux_2021-09-30_must_Plot5_Row6/Vine20_ID36,Harvest_2021,must,DNA11,B09,Lavaux_Plot_5,/BOKULICH_MATERIALS/SAMPLES/ENV116,Lena Flörl,2021-09-30 00:00:00 +0200,,36,5,6,20,46.4957025,6.7090225,
Lavaux_2021-09-30_must_Plot5_Row6/Vine30_ID37a,Harvest_2021,must,DNA14,A11,Lavaux_Plot_5,/BOKULICH_MATERIALS/SAMPLES/ENV117,Lena Flörl,2021-09-30 00:00:00 +0200,,37,5,6,30,46.495735,6.708925,
Lavaux_2021-09-30_must_Plot5_Row6/Vine30_ID37b,Harvest_2021,must,DNA11,D01,Lavaux_Plot_5,- ,Lena Flörl,2021-09-30 00:00:00 +0200,,37,5,6,30,46.495735,6.708925,
Lavaux_2021-09-30_must_Plot9_Row2/Vine10_ID38,Harvest_2021,must,DNA42,D7,Lavaux_Plot_9,/BOKULICH_MATERIALS/SAMPLES/ENV118,Lena Flörl,2021-09-30 00:00:00 +0200,,38,9,2,10,46.499043,6.712111,
Lavaux_2021-09-30_must_Plot9_Row3/Vine20_ID39,Harvest_2021,must,DNA12,D05,Lavaux_Plot_9,/BOKULICH_MATERIALS/SAMPLES/ENV119,Lena Flörl,2021-09-30 00:00:00 +0200,,39,9,3,20,46.4989688,6.7121385,
Lavaux_2021-09-30_must_Plot9_Row4/Vine10_ID40,Harvest_2021,must,DNA12,B02,Lavaux_Plot_9,/BOKULICH_MATERIALS/SAMPLES/ENV120,Lena Flörl,2021-09-30 00:00:00 +0200,,40,9,4,10,46.4990364,6.7121442,
Lavaux_2021-09-30_must_Plot9_Row4/Vine30_ID41,Harvest_2021,must,DNA12,D01,Lavaux_Plot_9,/BOKULICH_MATERIALS/SAMPLES/ENV121,Lena Flörl,2021-09-30 00:00:00 +0200,,41,9,4,30,46.4989506,6.7122488,
Lavaux_2021-09-30_must_Plot9_Row5/Vine20_ID42,Harvest_2021,must,DNA14,A08,Lavaux_Plot_9,/BOKULICH_MATERIALS/SAMPLES/ENV122,Lena Flörl,2021-09-30 00:00:00 +0200,,42,9,5,20,46.4990166,6.7122545,
Lavaux_2021-09-30_must_Plot9_Row5/Vine40_ID43,Harvest_2021,must,DNA12,D02,Lavaux_Plot_9,/BOKULICH_MATERIALS/SAMPLES/ENV123,Lena Flörl,2021-09-30 00:00:00 +0200,,43,9,5,40,46.4989014,6.712271,
Lavaux_2021-09-30_must_Plot9_Row6/Vine10_ID44,Harvest_2021,must,DNA12,E08,Lavaux_Plot_9,/BOKULICH_MATERIALS/SAMPLES/ENV124,Lena Flörl,2021-09-30 00:00:00 +0200,,44,9,6,10,46.4990625,6.7122173,
Lavaux_2021-09-30_must_Plot9_Row6/Vine30_ID45,Harvest_2021,must,DNA12,H05,Lavaux_Plot_9,/BOKULICH_MATERIALS/SAMPLES/ENV125,Lena Flörl,2021-09-30 00:00:00 +0200,,45,9,6,30,46.4989739,6.7122351,
Lavaux_2021-09-30_must_Plot9_Row7/Vine20_ID46,Harvest_2021,must,DNA14,A06,Lavaux_Plot_9,/BOKULICH_MATERIALS/SAMPLES/ENV126,Lena Flörl,2021-09-30 00:00:00 +0200,,46,9,7,20,46.4990032,6.7122388,
Lavaux_2021-09-30_must_Plot9_Row7/Vine40_ID47,Harvest_2021,must,DNA12,B06,Lavaux_Plot_9,/BOKULICH_MATERIALS/SAMPLES/ENV127,Lena Flörl,2021-09-30 00:00:00 +0200,,47,9,7,40,46.4988338,6.7122941,
Lavaux_2021-09-30_must_Plot9_Row8/Vine10_ID48,Harvest_2021,must,DNA12,F07,Lavaux_Plot_9,/BOKULICH_MATERIALS/SAMPLES/ENV128,Lena Flörl,2021-09-30 00:00:00 +0200,,48,9,8,10,46.4990182,6.7121748,
Lavaux_2021-09-30_must_Plot9_Row8/Vine30_ID49,Harvest_2021,must,DNA11,A10,Lavaux_Plot_9,- ,Lena Flörl,2021-09-30 00:00:00 +0200,,49,9,8,30,46.4989716,6.7122741,
Lavaux_2021-09-30_must_Plot9_Row9/Vine20_ID50,Harvest_2021,must,DNA11,D11,Lavaux_Plot_9,/BOKULICH_MATERIALS/SAMPLES/ENV130,Lena Flörl,2021-09-30 00:00:00 +0200,,50,9,9,20,46.498992,6.712265,
Lavaux_2021-09-30_must_Plot9_Row9/Vine40_ID51,Harvest_2021,must,DNA11,A02,Lavaux_Plot_9,- ,Lena Flörl,2021-09-30 00:00:00 +0200,,51,9,9,40,46.4989642,6.7123675,
Lavaux_2021-09-30_must_Plot9_Row10/Vine10_ID52,Harvest_2021,must,DNA12,A06,Lavaux_Plot_9,/BOKULICH_MATERIALS/SAMPLES/ENV132,Lena Flörl,2021-09-30 00:00:00 +0200,,52,9,10,10,46.4990895,6.712169,
Lavaux_2021-09-30_must_Plot9_Row10/Vine31_ID53,Harvest_2021,must,DNA42,E7,Lavaux_Plot_9,/BOKULICH_MATERIALS/SAMPLES/ENV133,Lena Flörl,2021-09-30 00:00:00 +0200,,53,9,10,31,46.4989739,6.712332,
Lavaux_2021-09-30_must_Plot9_Row11/Vine22_ID54,Harvest_2021,must,DNA42,C7,Lavaux_Plot_9,/BOKULICH_MATERIALS/SAMPLES/ENV134,Lena Flörl,2021-09-30 00:00:00 +0200,,54,9,11,22,46.499002,6.712281,
Lavaux_2021-09-30_must_Plot9_Row11/Vine40_ID55,Harvest_2021,must,DNA11,G05,Lavaux_Plot_9,- ,Lena Flörl,2021-09-30 00:00:00 +0200,,55,9,11,40,46.4989388,6.7123578,
Lavaux_2021-09-30_must_Plot11_Row2/Vine10_ID56,Harvest_2021,must,DNA11,D03,Lavaux_Plot_11,/BOKULICH_MATERIALS/SAMPLES/ENV136,Lena Flörl,2021-09-30 00:00:00 +0200,,56,11,2,10,46.499849,6.706359,
Lavaux_2021-09-30_must_Plot11_Row2/Vine31_ID57,Harvest_2021,must,DNA12,A11,Lavaux_Plot_11,/BOKULICH_MATERIALS/SAMPLES/ENV137,Lena Flörl,2021-09-30 00:00:00 +0200,,57,11,2,31,46.500012,6.7064231,
