Name	SAMPLE_NAME	CTRL	Project	DNA_extraction_plate	Plate	Bacterial conc. (ng/uL)
364527_488-LP3-16S-0488	Valais_4	Sample	Valais	DNA38	P6	8.6
364527_367-LP3-16S-0367	Grenchen_2022-03-08_1A	Sample	SoilColonialization	DNA15	P4	3.5
364527_489-LP3-16S-0489	Valais_20	Sample	Valais	DNA38	P6	11.2
364527_368-LP3-16S-0368	Grenchen_2021-06-11_soil_2B_ref	Sample	SoilColonialization	DNA15	P4	3.4
364527_490-LP3-16S-0490	Valais_29	Sample	Valais	DNA38	P6	8.9
364527_369-LP3-16S-0369	Grenchen_2021-06-11_soil_1A	Sample	SoilColonialization	DNA15	P4	3.7
364527_484-LP3-16S-0484	Valais_33	Sample	Valais	DNA38	P6	10.8
364527_485-LP3-16S-0485	Valais_26	Sample	Valais	DNA38	P6	8.2
364527_364-LP3-16S-0364	empty	Sample	NOT-USE	DNA15	P4	3.4
364527_486-LP3-16S-0486	Valais_22	Sample	Valais	DNA38	P6	10.9
364527_365-LP3-16S-0365	empty	Sample	NOT-USE	DNA15	P4	3.1
364527_554-LP3-16S-0554	Valais_62	Sample	Valais	DNA38	P6	9.0
364527_555-LP3-16S-0555	Valais_77	Sample	Valais	DNA38	P6	10.8
364527_556-LP3-16S-0556	Valais_78	Sample	Valais	DNA38	P6	16.8
364527_051-LP3-16S-0051	Lavaux_2021-09-30_must_Plot15_Row2/Vine11_ID120	Sample	Lavaux	DNA11	P1	3.1
364527_052-LP3-16S-0052	Lavaux_2021-09-30_must_Plot14_Row7/Vine8_ID108	Sample	Lavaux	DNA11	P1	3.0
364527_053-LP3-16S-0053	Lavaux_2021-09-30_must_Plot20_Row4/Vine10_ID202	Sample	Lavaux	DNA11	P1	3.6
364527_572-LP3-16S-0572	MV_Post-MLF_Plot5_2023-12-11	Sample	Lavaux	DNA38	P6	14.5
364527_573-LP3-16S-0573	MV_Must_Plot19_2023-09-23	Sample	Lavaux	DNA38	P6	14.2
364527_568-LP3-16S-0568	MV_Post-AF_Plot13_2023-10-11	Sample	Lavaux	DNA38	P6	9.4
364527_569-LP3-16S-0569	MV_Must_Plot13_2023-09-23	Sample	Lavaux	DNA38	P6	14.5
364527_570-LP3-16S-0570	MV_Post-MLF_Plot13_2023-12-11	Sample	Lavaux	DNA38	P6	15.8
364527_571-LP3-16S-0571	MV_Post-MLF_Plot9_2023-12-11	Sample	Lavaux	DNA38	P6	11.6
364527_575-LP3-16S-0575	MV_Must_Plot14_2023-09-23	Sample	Lavaux	DNA38	P6	11.8
364527_454-LP3-16S-0454	cotton_tips_2	Sample	SamplingBenchmarking	DNA17	P5	2.6
364527_576-LP3-16S-0576	DNA38_PosCtrl	PosCtrl	Lavaux	DNA38	P6	17.4
364527_455-LP3-16S-0455	cotton_tips_3	Sample	SamplingBenchmarking	DNA17	P5	2.3
364527_456-LP3-16S-0456	DNA17_NegCtrl	NegCtrl	SamplingBenchmarking	DNA17	P5	12.8
364527_457-LP3-16S-0457	must_min20_1	Sample	SamplingBenchmarking	DNA17	P5	12.9
364527_574-LP3-16S-0574	MV_Post-AF_Plot12_2023-10-11	Sample	Lavaux	DNA38	P6	13.6
364527_561-LP3-16S-0561	Valais_56	Sample	Valais	DNA38	P6	10.6
364527_562-LP3-16S-0562	Valais_75	Sample	Valais	DNA38	P6	14.5
364527_563-LP3-16S-0563	Valais_84	Sample	Valais	DNA38	P6	6.1
364527_557-LP3-16S-0557	Valais_67	Sample	Valais	DNA38	P6	13.5
364527_558-LP3-16S-0558	Valais_64	Sample	Valais	DNA38	P6	14.2
364527_559-LP3-16S-0559	Valais_93	Sample	Valais	DNA38	P6	13.1
364527_560-LP3-16S-0560	Valais_98	Sample	Valais	DNA38	P6	12.1
364527_564-LP3-16S-0564	Valais_94	Sample	Valais	DNA38	P6	12.4
364527_565-LP3-16S-0565	Valais_80	Sample	Valais	DNA38	P6	12.3
364527_566-LP3-16S-0566	DNA38_NegCtrl	NegCtrl	Valais	DNA38	P6	8.3
364527_567-LP3-16S-0567	MV_Post-MLF_Plot4_2023-12-11	Sample	Lavaux	DNA38	P6	9.8
