id	SAMPLE_NAME	Plot	Location	Variety	Water_Stress	GEOL	Soil_type	Soil_depth	Precipitation	Latitude	Longitude	Year
364526_238-LP3-ITS-0814	Lavaux_2023-09-20_must_Plot5_RepD	5		Chasselas			Calcaire	100-180		46.4964065903741	6.70871201397826	2023
364526_252-LP3-ITS-0828	Lavaux_2023-09-20_must_Plot5_RepE	5		Chasselas			Calcaire	100-180		46.4964065903741	6.70871201397826	2023
364526_228-LP3-ITS-0804	Lavaux_2023-09-20_must_Plot9_RepA	9		Chasselas			Calcaire	100-180		46.4994682681065	6.71224196270189	2023
364526_235-LP3-ITS-0811	Lavaux_2023-09-20_must_Plot9_RepB	9		Chasselas			Calcaire	100-180		46.4994682681065	6.71224196270189	2023
364526_246-LP3-ITS-0822	Lavaux_2023-09-20_must_Plot9_RepC	9		Chasselas			Calcaire	100-180		46.4994682681065	6.71224196270189	2023
364526_254-LP3-ITS-0830	Lavaux_2023-09-20_must_Plot9_RepD	9		Chasselas			Calcaire	100-180		46.4994682681065	6.71224196270189	2023
364526_232-LP3-ITS-0808	Lavaux_2023-09-20_must_Plot9_RepE	9		Chasselas			Calcaire	100-180		46.4994682681065	6.71224196270189	2023
364526_202-LP3-ITS-0778	Lavaux_2023-09-20_must_Plot12_RepA	12		Chasselas			Calcique	above_150		46.5026282835503	6.70495171985618	2023
364526_224-LP3-ITS-0800	Lavaux_2023-09-20_must_Plot12_RepB	12		Chasselas			Calcique	above_150		46.5026282835503	6.70495171985618	2023
364526_218-LP3-ITS-0794	Lavaux_2023-09-20_must_Plot12_RepC	12		Chasselas			Calcique	above_150		46.5026282835503	6.70495171985618	2023
364526_209-LP3-ITS-0785	Lavaux_2023-09-20_must_Plot12_RepD	12		Chasselas			Calcique	above_150		46.5026282835503	6.70495171985618	2023
364526_207-LP3-ITS-0783	Lavaux_2023-09-20_must_Plot12_RepE	12		Chasselas			Calcique	above_150		46.5026282835503	6.70495171985618	2023
364526_193-LP3-ITS-0769	Lavaux_2023-09-20_must_Plot13_RepA	13		Chasselas			Calcaire	100-180		46.4999921506673	6.70610909063848	2023
364526_203-LP3-ITS-0779	Lavaux_2023-09-20_must_Plot13_RepB	13		Chasselas			Calcaire	100-180		46.4999921506673	6.70610909063848	2023
